sitio,n,coverage_pct,mean_ci_width,rmse_ensemble,mean_bias
hidango,88,70.45454545454545,17.938376502189424,6.223645784920931,-0.3597724545822603
la_cancha,35,51.42857142857142,13.390668847078013,10.582529633624173,-5.255722058294557
villa_baviera,30,80,24.983016942437125,3.7445751870570465,-0.16213727383035367
